canonical_id,source,original_ids,title,authors,year,doi,abstract,pdf_url,url,language,stage_title_abstract_decision,stage_title_abstract_label,stage_title_abstract_evidence,stage_full_text_decision,stage_full_text_label,stage_full_text_evidence,task_category,confidence,bias_score,bias_flags
crossref:10.2174/9789815305395125020043,CrossRef,crossref:10.2174/9789815305395125020043,Deep Sentiment Classification in COVID-19 Using LSTM Recurrent Neural Network,Jatin Khurana,2025.0,10.2174/9789815305395125020043,"<jats:p>Users (people/patients) concerned about health concerns have an easy outlet
in online medical forums along with other public social media on the Internet. The
World Health Organization declared a global public health emergency in response to
the emergence of a new coronavirus (infection which causes the disease termed
COVID-19) in late December 2019. In this research, we employed a natural language
processing (NLP) technique based on topic modeling to automatically extract COVID19-related talks from social media and discover numerous concerns linked to COVID19 from public viewpoints. As an added bonus, we look into the possibility of
employing a long short-term memory (LSTM) recurrent neural network to accomplish
the same task with COVID-19 remarks. Our research highlights the value of
incorporating public opinion and appropriate computational approaches into the
process of learning about and making decisions on COVID-19. The trials also showed
that the study model was able to reach an accuracy of 81.15 percent, which is greater
than the accuracy attained by many other popular machine-learning methods for
COVID-19 sentiment classification.</jats:p>",,https://doi.org/10.2174/9789815305395125020043,English,Exclude,Outside date range,Deep Sentiment Classification in COVID-19 Using LSTM Recurrent Neural Network,,,,,0.95,0.6,
crossref:10.1002/2050-7038.13204/v2/review1,CrossRef,crossref:10.1002/2050-7038.13204/v2/review1,"Review for ""CNN / Bi‐LSTM‐based deep learning algorithm for classification of power quality disturbances by using spectrogram images""",,2021.0,10.1002/2050-7038.13204/v2/review1,,,https://doi.org/10.1002/2050-7038.13204/v2/review1,English,Exclude,Review/survey papers,"Review for ""CNN / Bi‐LSTM‐based deep learning algorithm for classification of power quality disturbances by using spectrogram images""",,,,,0.95,0.6,
crossref:10.1109/bibm58861.2023.10385538,CrossRef,crossref:10.1109/bibm58861.2023.10385538,Enhanced Classification of Snoring Sounds Using Stacked Classifier Models of Machine Learning with SVM-KNN and Deep Learning with RNN-LSTM,Georges El Khoury;Kabalan Chaccour;Georges Badr;Amir Hajjam El Hassani,2023.0,10.1109/bibm58861.2023.10385538,,,https://doi.org/10.1109/bibm58861.2023.10385538,English,Exclude,Not EEG-BCI focused,Enhanced Classification of Snoring Sounds Using Stacked Classifier Models of Machine Learning with SVM-KNN and Deep Learning with RNN-LSTM,,,,,0.9,0.6,
crossref:10.1109/bci51272.2021.9385353,CrossRef,crossref:10.1109/bci51272.2021.9385353,Electroencephalography-based a Motor Hotspot Identification Approach Using Deep-Learning,Ga-Young Choi;Won-Seok Kim;Han-Jeong Hwang,2021.0,10.1109/bci51272.2021.9385353,,,https://doi.org/10.1109/bci51272.2021.9385353,English,Exclude,Not classification-focused,Electroencephalography-based a Motor Hotspot Identification Approach Using Deep-Learning,,,,,0.85,0.6,
crossref:10.1142/9781786349590_0008,CrossRef,crossref:10.1142/9781786349590_0008,Semi-Supervised Classification,,2021.0,10.1142/9781786349590_0008,,,https://doi.org/10.1142/9781786349590_0008,English,Exclude,Not EEG-BCI focused,Semi-Supervised Classification,,,,,0.9,0.6,
crossref:10.1142/9781786349590_0007,CrossRef,crossref:10.1142/9781786349590_0007,Cross-Scenario Classification,,2021.0,10.1142/9781786349590_0007,,,https://doi.org/10.1142/9781786349590_0007,English,Exclude,Not EEG-BCI focused,Cross-Scenario Classification,,,,,0.9,0.6,
crossref:10.1109/bibm58861.2023.10385687,CrossRef,crossref:10.1109/bibm58861.2023.10385687,Automatic Sleep Stage Classification by CNN-Transformer-LSTM using single-channel EEG signal,Duc Thien Pham;Roman Mouček,2023.0,10.1109/bibm58861.2023.10385687,,https://doi.org/10.1109/bibm58861.2023.10385687,https://doi.org/10.1109/bibm58861.2023.10385687,English,Include,,Automatic Sleep Stage Classification by CNN-Transformer-LSTM using single-channel EEG signal,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
crossref:10.1109/bci48061.2020.9061671,CrossRef,crossref:10.1109/bci48061.2020.9061671,Classification of Upper Limb Movements Using Convolutional Neural Network with 3D Inception Block,Do-Yeun Lee;Ji-Hoon Jeong;Kyung-Hwan Shim;Dong-Joo Kim,2020.0,10.1109/bci48061.2020.9061671,,,https://doi.org/10.1109/bci48061.2020.9061671,English,Exclude,Not EEG-BCI focused,Classification of Upper Limb Movements Using Convolutional Neural Network with 3D Inception Block,,,,,0.9,0.6,
crossref:10.62050/fscp2024.462,CrossRef,crossref:10.62050/fscp2024.462,Document Classification in HEIs Using Deep Learning,Abdullahi Abdulkarim;John K. Alhassan;Sulaimon A. Bashir,2025.0,10.62050/fscp2024.462,"<jats:p> Higher Education Institutions (HEIs) are increasingly confronted with the complexities of evolving rules and requirements, necessitating innovative technology solutions to streamline document handling processes. Traditional paperwork methods are often inefficient and error-prone, leading to potential non-compliance. This research addresses these challenges by developing an AI-powered electronic document management system designed to automate compliance checks and simplify document handling as HEIs grow. The primary objective is to create a document classification model utilizing deep learning techniques, including Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), and a hybrid CNN-RNN approach, to enhance document accuracy and compliance. The study involves collecting and preprocessing a substantial dataset of documents, designing and evaluating various deep learning models, and optimizing hyperparameters. Performance comparisons among the models indicate that the hybrid CNN-RNN architecture outperforms individual models, achieving superior accuracy, recall, and F1-score, alongside a significantly lower mean squared error (MSE). Initial evaluations revealed the CNN, RNN, and CNN-RNN models achieved accuracies of 73%, 44%, and 27%, respectively, on the raw dataset. However, with an upgraded dataset, these models improved to 76%, 48%, and 79% accuracy, respectively, highlighting the hybrid model's enhanced capability in accurately classifying documents. The findings revealed the effectiveness of integrating advanced deep learning techniques to improve document verification processes in HEIs, ultimately facilitating better compliance and operational efficiency.</jats:p>",,https://doi.org/10.62050/fscp2024.462,English,Exclude,Outside date range,Document Classification in HEIs Using Deep Learning,,,,,0.95,0.6,
crossref:10.1109/iww-bci.2013.6506633,CrossRef,crossref:10.1109/iww-bci.2013.6506633,Emotion classification in movie clips based on 3D fuzzy GIST and EEG signal analysis,Mingu Kwon;Jun-Su Kang;Minho Lee,2013.0,10.1109/iww-bci.2013.6506633,,,https://doi.org/10.1109/iww-bci.2013.6506633,English,Exclude,Outside date range,Emotion classification in movie clips based on 3D fuzzy GIST and EEG signal analysis,,,,,0.95,0.6,
crossref:10.1007/s00521-024-10633-0,CrossRef,crossref:10.1007/s00521-024-10633-0,Enhanced multilevel autism classification for children using eye-tracking and hybrid CNN-RNN deep learning models,Suresh Cheekaty;G. Muneeswari,2024.0,10.1007/s00521-024-10633-0,,,https://doi.org/10.1007/s00521-024-10633-0,English,Exclude,Not EEG-BCI focused,Enhanced multilevel autism classification for children using eye-tracking and hybrid CNN-RNN deep learning models,,,,,0.9,0.6,
crossref:10.1109/bci53720.2022.9734822,CrossRef,crossref:10.1109/bci53720.2022.9734822,Interpretable Convolutional Neural Networks for Subject-Independent Motor Imagery Classification,Ji-Seon Bang;Seong-Whan Lee,2022.0,10.1109/bci53720.2022.9734822,,,https://doi.org/10.1109/bci53720.2022.9734822,English,Exclude,Not EEG-BCI focused,Interpretable Convolutional Neural Networks for Subject-Independent Motor Imagery Classification,,,,,0.9,0.6,
crossref:10.21203/rs.3.rs-6204645/v1,CrossRef,crossref:10.21203/rs.3.rs-6204645/v1,Enhancing Image Classification Accuracy with Adaptive Learning Convolutional Neural Network (AL-CNN): A Hybrid of AlexNet and LeNet Architectures,Monika Chawla;Rashmi Agrawal,2025.0,10.21203/rs.3.rs-6204645/v1,"<title>Abstract</title>
        <p>Image classification is a key application of computer vision that finds direct relevance in medical diagnostics, autonomous vehicles, and remote sensing. This paper discusses the use of AL-CNN (Adaptive Learning Convolutional Neural Networks) for image classification with results reported on a large-scale benchmark dataset which have been widely accepted for benchmarking test performance. The AL-CNN architecture integrates the use of both convolutional, pooling, and fully connected layers. This model was systematically trained on a subset of the dataset and then tested on an independent validation subset to test its efficiency and generalization capability. In addition, optimization techniques, including data augmentation, dropout, and advanced activation functions, were used to further enhance model performance. Results in terms of accuracy metrics indicated the successful execution of the AL-CNN model towards reliable and accurate image classification. This paper suggests the utility of AL-CNN technique to address various complexities of the problem of image classification, making room for innovations to take place in this domain.</p>",,https://doi.org/10.21203/rs.3.rs-6204645/v1,English,Exclude,Outside date range,Enhancing Image Classification Accuracy with Adaptive Learning Convolutional Neural Network (AL-CNN): A Hybrid of AlexNet and LeNet Architectures,,,,,0.95,0.6,
crossref:10.1109/iww-bci.2019.8737309,CrossRef,crossref:10.1109/iww-bci.2019.8737309,"Transparent electroencephalography? : Exploring ear-EEG for long-term, mobile electrophysiology",Stefan Debener;Martin G. Bleichner,2019.0,10.1109/iww-bci.2019.8737309,,,https://doi.org/10.1109/iww-bci.2019.8737309,English,Exclude,Not classification-focused,"Transparent electroencephalography? : Exploring ear-EEG for long-term, mobile electrophysiology",,,,,0.85,0.6,
github:260119347,Repositories,github:260119347;github:112804646;github:309157434;github:153808437;github:610714781,EEG-DL,SuperBruceJia,,,"A Deep Learning library for EEG Tasks (Signals) Classification, based on TensorFlow.",https://github.com/SuperBruceJia/EEG-DL,https://github.com/SuperBruceJia/EEG-DL,English,Include,,EEG-DL,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:167753773,Repositories,github:167753773;github:20489534;github:241780220,DeepEEG,kylemath,,,Deep Learning with Tensor Flow for EEG MNE Epoch Objects,,https://github.com/kylemath/DeepEEG,English,Exclude,Not classification-focused,DeepEEG,,,,,0.85,0.6,
github:232335424,Repositories,github:232335424,braindecode,braindecode,,,"Deep learning software to decode EEG, ECG or MEG signals",,https://github.com/braindecode/braindecode,English,Exclude,Not classification-focused,braindecode,,,,,0.85,0.6,
github:112804646,Repositories,github:112804646,dl-eeg-playground,NeuroTechX,,,Deep Learning EEG Playground,,https://github.com/NeuroTechX/dl-eeg-playground,English,Exclude,Not classification-focused,dl-eeg-playground,,,,,0.85,0.6,
github:247424389,Repositories,github:247424389,eeg-adapt,zhangks98,,,"Source Code for ""Adaptive Transfer Learning with Deep CNN for EEG Motor Imagery Classification"".",https://github.com/zhangks98/eeg-adapt,https://github.com/zhangks98/eeg-adapt,English,Include,,eeg-adapt,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.6,
github:283370758,Repositories,github:283370758;github:460690677,Deep-Learning-for-BCI,xiangzhang1015,,,"Resources for Book: Deep Learning for EEG-based Brain-Computer Interface: Representations, Algorithms and Applications",,https://github.com/xiangzhang1015/Deep-Learning-for-BCI,English,Exclude,Not classification-focused,Deep-Learning-for-BCI,,,,,0.85,0.6,
github:20489534,Repositories,github:20489534;github:241780220,DeepEEG,EderSantana,,,"Deep learning for EEG analysis. This script was used to generate the results of the paper ""Joint Optimization of Algorithmic Suites for EEG analysis"" at EMBC 2014",,https://github.com/EderSantana/DeepEEG,English,Exclude,Not classification-focused,DeepEEG,,,,,0.85,0.6,
github:273901260,Repositories,github:273901260;github:102040002,EEG_Classification_Deeplearning,basharbme,,,EEG Signal Classification using LSTM on various datasets ,https://github.com/basharbme/EEG_Classification_Deeplearning,https://github.com/basharbme/EEG_Classification_Deeplearning,English,Include,,EEG_Classification_Deeplearning,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:269774753,Repositories,github:269774753;github:241780220,Deep-Learning-Emotion-Decoding-using-EEG-data-from-Autism-individuals,meiyor,,,"Code for processing and managing data for EEG-based emotion recognition of individuals with and without Autism. EEG and other clinical data were collected in StonyBrook Social Competence Treatment Lab, for data request evaluation please contact professor Matthew D. Lerner matthew.lerner@stonybrook.edu",https://github.com/meiyor/Deep-Learning-Emotion-Decoding-using-EEG-data-from-Autism-individuals,https://github.com/meiyor/Deep-Learning-Emotion-Decoding-using-EEG-data-from-Autism-individuals,English,Include,,Deep-Learning-Emotion-Decoding-using-EEG-data-from-Autism-individuals,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:309157434,Repositories,github:309157434,dl-eeg-tutorial,hubertjb,,,Hands-on tutorial on deep learning for EEG classification.,https://github.com/hubertjb/dl-eeg-tutorial,https://github.com/hubertjb/dl-eeg-tutorial,English,Include,,dl-eeg-tutorial,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:153808437,Repositories,github:153808437,dl-eeg-review,hubertjb,,,Supplementary material for systematic literature review on deep learning and EEG. ,,https://github.com/hubertjb/dl-eeg-review,English,Exclude,Review/survey papers,dl-eeg-review,,,,,0.95,0.6,
github:433811120,Repositories,github:433811120,DeepSeparator,ncclabsustech,,,Deep learning model for EEG artifact removal,,https://github.com/ncclabsustech/DeepSeparator,English,Exclude,Not classification-focused,DeepSeparator,,,,,0.85,0.6,
github:305975134,Repositories,github:305975134,AttnSleep,emadeldeen24,,,"[TNSRE 2021] ""An Attention-based Deep Learning Approach for Sleep Stage Classification with Single-Channel EEG""",https://github.com/emadeldeen24/AttnSleep,https://github.com/emadeldeen24/AttnSleep,English,Include,,AttnSleep,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:208559036,Repositories,github:208559036;github:241780220,Pre-trained-EEG-for-Deep-Learning,IoBT-VISTEC,,,Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder (IEEE Access),https://github.com/IoBT-VISTEC/Pre-trained-EEG-for-Deep-Learning,https://github.com/IoBT-VISTEC/Pre-trained-EEG-for-Deep-Learning,English,Include,,Pre-trained-EEG-for-Deep-Learning,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:147510468,Repositories,github:147510468;github:241780220,Deep_learning_fMRI_EEG,nmningmei,,,Implementation of deep learning models in decoding fMRI/EEG data in a context of semantic processing,https://github.com/nmningmei/Deep_learning_fMRI_EEG,https://github.com/nmningmei/Deep_learning_fMRI_EEG,English,Include,,Deep_learning_fMRI_EEG,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:339990611,Repositories,github:339990611,emotion-classifcation-eeg-seed-ensemble,Abhishek-Iyer1,,,"Using Deep Learning for Emotion Classification on EEG signals (SEED Dataset). CNN, RNN, Hybrid model, and Ensemble",https://github.com/Abhishek-Iyer1/emotion-classifcation-eeg-seed-ensemble,https://github.com/Abhishek-Iyer1/emotion-classifcation-eeg-seed-ensemble,English,Include,,emotion-classifcation-eeg-seed-ensemble,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.6,
github:610714781,Repositories,github:610714781,eeg_mi_dl,edw4rdyao,,,"A research repository of deep learning on electroencephalographic (EEG) for Motor imagery(MI), including eeg data processing(visualization & analysis), papers(research and summary), deep learning models(reproduction and experiments).",https://github.com/edw4rdyao/eeg_mi_dl,https://github.com/edw4rdyao/eeg_mi_dl,English,Include,,eeg_mi_dl,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:112556768,Repositories,github:112556768,CNN-MI-BCI,TianGL,,,"CNN-SAE program for MI-BCI classification. (Based on ""Tabar et al-2016-J Neural Eng. A novel deep learning approach for classification of EEG motor imagery signals"")",https://github.com/TianGL/CNN-MI-BCI,https://github.com/TianGL/CNN-MI-BCI,English,Include,,CNN-MI-BCI,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.6,
github:817144540,Repositories,github:817144540,ArtifactRemovalTransformer,CNElab-Plus,,,EEG Artifact Removal Deep Learning Techniques,,https://github.com/CNElab-Plus/ArtifactRemovalTransformer,English,Exclude,Not classification-focused,ArtifactRemovalTransformer,,,,,0.85,0.6,
github:128256444,Repositories,github:128256444;github:102040002,Motor-Imagery-Tasks-Classification-using-EEG-data,shariharan205,,,Implementation of Deep Neural Networks in Keras and Tensorflow to classify motor imagery tasks using EEG data,https://github.com/shariharan205/Motor-Imagery-Tasks-Classification-using-EEG-data,https://github.com/shariharan205/Motor-Imagery-Tasks-Classification-using-EEG-data,English,Include,,Motor-Imagery-Tasks-Classification-using-EEG-data,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:310185554,Repositories,github:310185554,tinysleepnet,akaraspt,,,"TinySleepNet: An Efficient Deep Learning Model for Sleep Stage Scoring based on Raw Single-Channel EEG by Akara Supratak and Yike Guo from The Faculty of ICT, Mahidol University and Imperial College London respectively",,https://github.com/akaraspt/tinysleepnet,English,Exclude,Not classification-focused,tinysleepnet,,,,,0.85,0.6,
github:378100179,Repositories,github:378100179;github:241780220,Epileptic-EEG-Classfication-Using-Deep-Learning,mkfzdmr,,,This repository contains the trained deep learning models for the detection and prediction of Epileptic seizures. ,,https://github.com/mkfzdmr/Epileptic-EEG-Classfication-Using-Deep-Learning,English,Exclude,Not classification-focused,Epileptic-EEG-Classfication-Using-Deep-Learning,,,,,0.85,0.6,
github:102040002,Repositories,github:102040002;github:273223500;github:492143713,EEG-Classification,tevisgehr,,,This project was a joint effort with the neurology labs at UNL and UCD Anschutz to use deep learning to classify EEG data.,https://github.com/tevisgehr/EEG-Classification,https://github.com/tevisgehr/EEG-Classification,English,Include,,EEG-Classification,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:158693975,Repositories,github:158693975;github:151831981,Epileptic-seizure-detection-,akshayg056,,,Epileptic seizure detection from EEG signals using Deep learning ,,https://github.com/akshayg056/Epileptic-seizure-detection-,English,Exclude,Not classification-focused,Epileptic-seizure-detection-,,,,,0.85,0.6,
github:195250370,Repositories,github:195250370,DeepEEGDataAugmentation,dfreer15,,,"Code for processing EEG data with Riemannian and deep learning-based classifiers. Additionally provides methods for data augmentation including intentionally imbalancing a dataset, and appending modified data to the training set.",https://github.com/dfreer15/DeepEEGDataAugmentation,https://github.com/dfreer15/DeepEEGDataAugmentation,English,Include,,DeepEEGDataAugmentation,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:689052781,Repositories,github:689052781,dpeeg,SheepTAO,,,Deep Learning with EEG.,,https://github.com/SheepTAO/dpeeg,English,Exclude,Not classification-focused,dpeeg,,,,,0.85,0.6,
github:322593295,Repositories,github:322593295,eeg_pre-diagnostic_screening,dll-ncai,,,A deep learning based platform for EEG signal classification,https://github.com/dll-ncai/eeg_pre-diagnostic_screening,https://github.com/dll-ncai/eeg_pre-diagnostic_screening,English,Include,,eeg_pre-diagnostic_screening,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:624356708,Repositories,github:624356708,DeepTransferEEG,sylyoung,,,,,https://github.com/sylyoung/DeepTransferEEG,English,Exclude,Not classification-focused,DeepTransferEEG,,,,,0.85,0.6,
github:273223500,Repositories,github:273223500;github:241780220,EEG-signal-classification-using-Deep-Learning,Rehan-A,,,,https://github.com/Rehan-A/EEG-signal-classification-using-Deep-Learning,https://github.com/Rehan-A/EEG-signal-classification-using-Deep-Learning,English,Include,,EEG-signal-classification-using-Deep-Learning,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:151831981,Repositories,github:151831981,Epileptic-Seizure-Detection,Sharad24,,,"Deep Learning, Wavelet Analysis and Fourier Transforms for identification of abnormal EEG in Epilepsy patients",,https://github.com/Sharad24/Epileptic-Seizure-Detection,English,Exclude,Not classification-focused,Epileptic-Seizure-Detection,,,,,0.85,0.6,
github:89793032,Repositories,github:89793032;github:460690677,Deep-Learning-Models,ahasanpour,,,Deep Learning models used in EEG signals classification ,https://github.com/ahasanpour/Deep-Learning-Models,https://github.com/ahasanpour/Deep-Learning-Models,English,Include,,Deep-Learning-Models,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:288726752,Repositories,github:288726752,EEGdenoiseNet,ncclabsustech,,,"EEGdenoiseNet, a benchmark dataset, that is suited for training and testing deep learning-based EEG denoising models, as well as for comparing the performance across different models.",,https://github.com/ncclabsustech/EEGdenoiseNet,English,Exclude,Not classification-focused,EEGdenoiseNet,,,,,0.85,0.6,
github:228572859,Repositories,github:228572859,EEG_RNN_Conv_Learning,ViacheslavBobrov,,,Learning Representations From EEG With Deep Recurrent-Convolutional Neural Networks,,https://github.com/ViacheslavBobrov/EEG_RNN_Conv_Learning,English,Exclude,Not classification-focused,EEG_RNN_Conv_Learning,,,,,0.85,0.6,
github:257805163,Repositories,github:257805163;github:241780220,Re-Deep-Convolution-Neural-Network-and-Autoencoders-Based-Unsupervised-Feature-Learning-of-EEG,bruAristimunha,,,,,https://github.com/bruAristimunha/Re-Deep-Convolution-Neural-Network-and-Autoencoders-Based-Unsupervised-Feature-Learning-of-EEG,English,Exclude,Not classification-focused,Re-Deep-Convolution-Neural-Network-and-Autoencoders-Based-Unsupervised-Feature-Learning-of-EEG,,,,,0.85,0.6,
github:97613610,Repositories,github:97613610;github:328795662,Emotion-Recognition,belaalb,,,Emotion recognition from EEG and physiological signals using deep neural networks,,https://github.com/belaalb/Emotion-Recognition,English,Exclude,Not classification-focused,Emotion-Recognition,,,,,0.85,0.6,
github:655727408,Repositories,github:655727408,brainmagick,facebookresearch,,,"Training and evaluation pipeline for MEG and EEG brain signal encoding and decoding using deep learning. Code for our paper ""Decoding speech perception from non-invasive brain recordings"" published in Nature Machine Intelligence, 2023.",,https://github.com/facebookresearch/brainmagick,English,Exclude,Not classification-focused,brainmagick,,,,,0.85,0.6,
github:328795662,Repositories,github:328795662;github:241780220,multi-channel-eeg-deep-cnn-emotion-recognition,dmdaksh,,,Automated Accurate Emotion Recognition using Rhythm-Specific Deep Convolutional Neural Network Technique with Multi-Channel EEG Signals,,https://github.com/dmdaksh/multi-channel-eeg-deep-cnn-emotion-recognition,English,Exclude,Not classification-focused,multi-channel-eeg-deep-cnn-emotion-recognition,,,,,0.85,0.6,
github:182146509,Repositories,github:182146509;github:241780220,Deep-neural-network-Transfer-learning-EEG-MEG-,thesujitroy,,,,,https://github.com/thesujitroy/Deep-neural-network-Transfer-learning-EEG-MEG-,English,Exclude,Not classification-focused,Deep-neural-network-Transfer-learning-EEG-MEG-,,,,,0.85,0.6,
github:208553156,Repositories,github:208553156;github:241780220,Deep-Learning-for-EEG-Based-Biometrics,IoBT-VISTEC,,,Affective EEG-Based Person Identification Using the Deep Learning Approach (IEEE Transactions on Cognitive and Developmental Systems),,https://github.com/IoBT-VISTEC/Deep-Learning-for-EEG-Based-Biometrics,English,Exclude,Not classification-focused,Deep-Learning-for-EEG-Based-Biometrics,,,,,0.85,0.6,
github:795238657,Repositories,github:795238657,neuro-green,Roche,,,This project contains the code for a deep learning architecture to analyze EEG data.,,https://github.com/Roche/neuro-green,English,Exclude,Not classification-focused,neuro-green,,,,,0.85,0.6,
github:241780220,Repositories,github:241780220;github:634883952;github:460690677,Deep-EEG,james-sungjae-lee,,,Time-Series Classification of Multichannel EEG Signal Data using Statistical Methods and 1D-CNN,https://github.com/james-sungjae-lee/Deep-EEG,https://github.com/james-sungjae-lee/Deep-EEG,English,Include,,Deep-EEG,Exclude,Duplicate study,Duplicate group,,0.99,0.6,
github:92044556,Repositories,github:92044556,DeepLearing-EEG,Albocal,,,Testing models with eeg data,,https://github.com/Albocal/DeepLearing-EEG,English,Exclude,Not classification-focused,DeepLearing-EEG,,,,,0.85,0.6,
github:493031977,Repositories,github:493031977,DeepLearningProject,James-Mc1ntyre,,,Using Deep Learning techniques to classify Motor Imagery Electroencephalography (EEG) signals,https://github.com/James-Mc1ntyre/DeepLearningProject,https://github.com/James-Mc1ntyre/DeepLearningProject,English,Include,,DeepLearningProject,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:115763153,Repositories,github:115763153,BCI-P300,amr-farahat,,,BCI project using Deep Learning to decode EEG signals.,,https://github.com/amr-farahat/BCI-P300,English,Exclude,Not classification-focused,BCI-P300,,,,,0.85,0.6,
github:426620362,Repositories,github:426620362,EEGANet,IoBT-VISTEC,,,"EEG Artifact Removal Using Deep Learning (source code, IEEE Journal of Biomedical and Health Informatics)",,https://github.com/IoBT-VISTEC/EEGANet,English,Exclude,Not classification-focused,EEGANet,,,,,0.85,0.6,
github:634883952,Repositories,github:634883952,SEED-EEG-Deep-neural-network,patrickdmiller,,,residual deep cnn and lstm for classifying SEED data,https://github.com/patrickdmiller/SEED-EEG-Deep-neural-network,https://github.com/patrickdmiller/SEED-EEG-Deep-neural-network,English,Include,,SEED-EEG-Deep-neural-network,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.6,
github:492143713,Repositories,github:492143713,DL4EEG-Classification,YeZiyi1998,,,The implementation of deep learning models for EEG classification.,https://github.com/YeZiyi1998/DL4EEG-Classification,https://github.com/YeZiyi1998/DL4EEG-Classification,English,Include,,DL4EEG-Classification,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
github:532545267,Repositories,github:532545267,BSc-Thesis-Project,mehrshad-sdtn,,,A Deep Learning Based approach for diagnosis of Schizophrenia using EEG brain recordings,,https://github.com/mehrshad-sdtn/BSc-Thesis-Project,English,Exclude,Not classification-focused,BSc-Thesis-Project,,,,,0.85,0.6,
github:250355203,Repositories,github:250355203,ECE-C247-EEG-GAN,krishk97,,,"GAN and VAE implementations to generate artificial EEG data to improve motor imagery classification. Data based on BCI Competition IV, datasets 2a. Final project for UCLA's EE C247: Neural Networks and Deep Learning course.",https://github.com/krishk97/ECE-C247-EEG-GAN,https://github.com/krishk97/ECE-C247-EEG-GAN,English,Include,,ECE-C247-EEG-GAN,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.6,
github:460690677,Repositories,github:460690677,Towards-Best-Practice-of-Interpreting-Deep-Learning-Models-for-EEG-based-BCI,cuijiancorbin,,,"In this project, we implemented 7 interpretation techniques on two benchmark deep learning models ""EEGNet"" and ""InterpretableCNN"" for EEG-based BCI. The methods include:  gradient×input, DeepLIFT, integrated gradient, layer-wise relevance propagation (LRP), saliency map, deconvolution, and guided backpropagation",,https://github.com/cuijiancorbin/Towards-Best-Practice-of-Interpreting-Deep-Learning-Models-for-EEG-based-BCI,English,Exclude,Not classification-focused,Towards-Best-Practice-of-Interpreting-Deep-Learning-Models-for-EEG-based-BCI,,,,,0.85,0.6,
