name,author,source
E-Sports Competition Analysis Based on Intelligent Analysis System.,Yao Lu;Hao Chen;Hongqiao Yan,PubMed
Stockwell transform and semi-supervised feature selection from deep features for classification of BCI signals.,Sahar Salimpour;Hashem Kalbkhani;Saeed Seyyedi;Vahid Solouk,PubMed
Channel selection from source localization: A review of four EEG-based brain-computer interfaces paradigms.,E Guttmann-Flury;X Sheng;X Zhu,PubMed
Adaptive binary multi-objective harmony search algorithm for channel selection and cross-subject generalization in motor imagery-based BCI.,Bin Shi;Zan Yue;Shuai Yin;Weizhen Wang;Haoyong Yu;Zhen Huang;Jing Wang,PubMed
EEGSym: Overcoming Inter-Subject Variability in Motor Imagery Based BCIs With Deep Learning.,Sergio Perez-Velasco;Eduardo Santamaria-Vazquez;Victor Martinez-Cagigal;Diego Marcos-Martinez;Roberto Hornero,PubMed
Transfer learning for motor imagery based brain-computer interfaces: A tutorial.,Dongrui Wu;Xue Jiang;Ruimin Peng,PubMed
Tensor-CSPNet: A Novel Geometric Deep Learning Framework for Motor Imagery Classification.,Ce Ju;Cuntai Guan,PubMed
Motor Imagery EEG Classification Based on Transfer Learning and Multi-Scale Convolution Network.,Zhanyuan Chang;Congcong Zhang;Chuanjiang Li,PubMed
Sample-Based Data Augmentation Based on Electroencephalogram Intrinsic Characteristics.,Ruilin Li;Lipo Wang;P N Suganthan;Olga Sourina,PubMed
An improved self-supervised learning for EEG classification.,Yanghan Ou;Siqin Sun;Haitao Gan;Ran Zhou;Zhi Yang,PubMed
Development of an Adaptive Artifact Subspace Reconstruction Based on Hebbian/Anti-Hebbian Learning Networks for Enhancing BCI Performance.,Bo-Yu Tsai;Sandeep Vara Sankar Diddi;Li-Wei Ko;Shuu-Jiun Wang;Chi-Yuan Chang;Tzyy-Ping Jung,PubMed
Motor Imagery Decoding in the Presence of Distraction Using Graph Sequence Neural Networks.,Shengyuan Cai;Haoran Li;Qiang Wu;Ju Liu;Yu Zhang,PubMed
Design-development of an at-home modular brain-computer interface (BCI) platform in a case study of cervical spinal cord injury.,Kevin C Davis;Benyamin Meschede-Krasa;Iahn Cajigas;Noeline W Prins;Charles Alver;Sebastian Gallo;Shovan Bhatia;John H Abel;Jasim A Naeem;Letitia Fisher;Fouzia Raza;Wesley R Rifai;Matthew Morrison;Michael E Ivan;Emery N Brown;Jonathan R Jagid;Abhishek Prasad,PubMed
A Novel Hybrid Brain-Computer Interface Combining Motor Imagery and Intermodulation Steady-State Visual Evoked Potential.,Xinyi Chi;Chunxiao Wan;Chunyan Wang;Yong Zhang;Xiaogang Chen;Hongyan Cui,PubMed
How to successfully classify EEG in motor imagery BCI: a metrological analysis of the state of the art.,Pasquale Arpaia;Antonio Esposito;Angela Natalizio;Marco Parvis,PubMed
Multi-Classifier Fusion Based on MI-SFFS for Cross-Subject Emotion Recognition.,Haihui Yang;Shiguo Huang;Shengwei Guo;Guobing Sun,PubMed
Reduced Cross-Frequency Coupling and Daytime Sleepiness in Obstructive Sleep Apnea Patients.,Haralampos Gouveris;Nabin Koirala;Abdul Rauf Anwar;Hao Ding;Katharina Ludwig;Tilman Huppertz;Christoph Matthias;Sergiu Groppa;Muthuraman Muthuraman,PubMed
Motor Imagery Classification via Kernel-Based Domain Adaptation on an SPD Manifold.,Qin Jiang;Yi Zhang;Kai Zheng,PubMed
A Motor Imagery Signals Classification Method ,Xiangmin Lun;Jianwei Liu;Yifei Zhang;Ziqian Hao;Yimin Hou,PubMed
EEG-TNet: An End-To-End Brain Computer Interface Framework for Mental Workload Estimation.,Chaojie Fan;Jin Hu;Shufang Huang;Yong Peng;Sam Kwong,PubMed
Multi-Hierarchical Fusion to Capture the Latent Invariance for Calibration-Free Brain-Computer Interfaces.,Jun Yang;Lintao Liu;Huijuan Yu;Zhengmin Ma;Tao Shen,PubMed
Wearable Supernumerary Robotic Limb System Using a Hybrid Control Approach Based on Motor Imagery and Object Detection.,Zhichuan Tang;Lingtao Zhang;Xin Chen;Jichen Ying;Xinyang Wang;Hang Wang,PubMed
Low-quality training data detection method of EEG signals for motor imagery BCI system.,Rui Ouyang;Zihao Jin;Shuhao Tang;Cunhang Fan;Xiaopei Wu,PubMed
Automatic Muscle Artifacts Identification and Removal from Single-Channel EEG Using Wavelet Transform with Meta-Heuristically Optimized Non-Local Means Filter.,Souvik Phadikar;Nidul Sinha;Rajdeep Ghosh;Ebrahim Ghaderpour,PubMed
A Multi-Branch Convolutional Neural Network with Squeeze-and-Excitation Attention Blocks for EEG-Based Motor Imagery Signals Classification.,Ghadir Ali Altuwaijri;Ghulam Muhammad;Hamdi Altaheri;Mansour Alsulaiman,PubMed
A Transfer Learning Algorithm to Reduce Brain-Computer Interface Calibration Time for Long-Term Users.,Joshua Giles;Kai Keng Ang;Kok Soon Phua;Mahnaz Arvaneh,PubMed
Privacy-Preserving Domain Adaptation for Motor Imagery-Based Brain-Computer Interfaces.,Kun Xia;Lingfei Deng;Wlodzislaw Duch;Dongrui Wu,PubMed
Hand Motor Imagery Classification Using Effective Connectivity and Hierarchical Machine Learning in EEG Signals.,Arash Maghsoudi;Ahmad Shalbaf,PubMed
Real-time recognition of different imagined actions on the same side of a single limb based on the fNIRS correlation coefficient.,Yunfa Fu;Fan Wang;Yu Li;Anmin Gong;Qian Qian;Lei Su;Lei Zhao,PubMed
Emotion Self-Regulation in Neurotic Students: A Pilot Mindfulness-Based Intervention to Assess Its Effectiveness through Brain Signals and Behavioral Data.,Lila Iznita Izhar;Areej Babiker;Edmi Edison Rizki;Cheng-Kai Lu;Mohammad Abdul Rahman,PubMed
Golden subject is everyone: A subject transfer neural network for motor imagery-based brain computer interfaces.,Biao Sun;Zexu Wu;Yong Hu;Ting Li,PubMed
A novel classification method for EEG-based motor imagery with narrow band spatial filters and deep convolutional neural network.,Senwei Xu;Li Zhu;Wanzeng Kong;Yong Peng;Hua Hu;Jianting Cao,PubMed
A Noninvasive BCI System for 2D Cursor Control Using a Spectral-Temporal Long Short-Term Memory Network.,Kang Pan;Li Li;Lei Zhang;Simeng Li;Zhuokun Yang;Yuzhu Guo,PubMed
Bispectrum-based hybrid neural network for motor imagery classification.,Chang Liu;Jing Jin;Ian Daly;Hao Sun;Yitao Huang;Xingyu Wang;Andrzej Cichocki,PubMed
Arithmetic Optimization with RetinaNet Model for Motor Imagery Classification on Brain Computer Interface.,Areej A Malibari;Fahd N Al-Wesabi;Marwa Obayya;Mimouna Abdullah Alkhonaini;Manar Ahmed Hamza;Abdelwahed Motwakel;Ishfaq Yaseen;Abu Sarwar Zamani,PubMed
A Two-Branch CNN Fusing Temporal and Frequency Features for Motor Imagery EEG Decoding.,Jun Yang;Siheng Gao;Tao Shen,PubMed
Semi-supervised generative and discriminative adversarial learning for motor imagery-based brain-computer interface.,Wonjun Ko;Eunjin Jeon;Jee Seok Yoon;Heung-Il Suk,PubMed
Decoding ECoG signal into 3D hand translation using deep learning.,Maciej Śliwowski;Matthieu Martin;Antoine Souloumiac;Pierre Blanchart;Tetiana Aksenova,PubMed
Electroencephalography-Based Brain-Computer Interface Motor Imagery Classification.,Ehsan Mohammadi;Parisa Ghaderi Daneshmand;Seyyed Mohammad Sadegh Moosavi Khorzooghi,PubMed
A Feature Extraction Algorithm of Brain Network of Motor Imagination Based on a Directed Transfer Function.,Shuang Ma;Chaoyi Dong;Tingting Jia;Pengfei Ma;Zhiyun Xiao;Xiaoyan Chen;Lijie Zhang,PubMed
A framework for motor imagery with LSTM neural network.,Fangzhou Xu;Xiaoyan Xu;Yanan Sun;Jincheng Li;Gege Dong;Yuandong Wang;Han Li;Lei Wang;Yingchun Zhang;Shaopeng Pang;Sen Yin,PubMed
SincNet-Based Hybrid Neural Network for Motor Imagery EEG Decoding.,Chang Liu;Jing Jin;Ian Daly;Shurui Li;Hao Sun;Yitao Huang;Xingyu Wang;Andrzej Cichocki,PubMed
L1-norm based time-varying brain neural network and its application to dynamic analysis for motor imagery.,Peiyang Li;Cunbo Li;Joyce Chelangat Bore;Yajing Si;Fali Li;Zehong Cao;Yangsong Zhang;Gang Wang;Zhijun Zhang;Dezhong Yao;Peng Xu,PubMed
Deep Feature Mining ,Yimin Hou;Shuyue Jia;Xiangmin Lun;Shu Zhang;Tao Chen;Fang Wang;Jinglei Lv,PubMed
Regularized RKHS-Based Subspace Learning for Motor Imagery Classification.,Linzhi Jiang;Shuyu Liu;Zhengming Ma;Wenjie Lei;Cheng Chen,PubMed
Time-Distributed Attention Network for EEG-Based Motor Imagery Decoding From the Same Limb.,Xuelin Ma;Shuang Qiu;Huiguang He,PubMed
A transfer learning-based CNN and LSTM hybrid deep learning model to classify motor imagery EEG signals.,Zahra Khademi;Farideh Ebrahimi;Hussain Montazery Kordy,PubMed
Computerized Multidomain EEG Classification System: A New Paradigm.,Xiaojun Yu;Muhammad Zulkifal Aziz;Muhammad Tariq Sadiq;Ke Jia;Zeming Fan;Gaoxi Xiao,PubMed
Comparative analysis of spectral and temporal combinations in CSP-based methods for decoding hand motor imagery tasks.,Cristian Felipe Blanco-Diaz;Javier M Antelis;Andrés Felipe Ruiz-Olaya,PubMed
Identification of Visual Imagery by Electroencephalography Based on Empirical Mode Decomposition and an Autoregressive Model.,Yunfa Fu;Zhaoyang Li;Anmin Gong;Qian Qian;Lei Su;Lei Zhao,PubMed
The brain state of motor imagery is reflected in the causal information of functional near-infrared spectroscopy.,Qiang Du;Jingjing Luo;Chenxi Chu;Youhao Wang;Qiying Cheng;Shijie Guo,PubMed
Reducing calibration time in motor imagery-based BCIs by data alignment and empirical mode decomposition.,Wei Xiong;Qingguo Wei,PubMed
FGANet: fNIRS-Guided Attention Network for Hybrid EEG-fNIRS Brain-Computer Interfaces.,Youngchul Kwak;Woo-Jin Song;Seong-Eun Kim,PubMed
EEGG: An Analytic Brain-Computer Interface Algorithm.,Gang Liu;Jing Wang,PubMed
Hybrid classification model for eye state detection using electroencephalogram signals.,Shwet Ketu;Pramod Kumar Mishra,PubMed
MCGNet,Yan Li;Ning Zhong;David Taniar;Haolan Zhang,PubMed
Cortical and Subcortical Dysmetabolism Are Dynamic Markers of Clinical Disability and Course in Anti-LGI1 Encephalitis.,Eero Rissanen;Kelsey Carter;Steven Cicero;John Ficke;Marie Kijewski;Mi-Ae Park;Joseph Kijewski;Emily Stern;Tanuja Chitnis;David Silbersweig;Howard L Weiner;Chun K Kim;Jennifer Lyons;Joshua P Klein;Shamik Bhattacharyya;Tarun Singhal,PubMed
Motor imagery EEG decoding using manifold embedded transfer learning.,Yinhao Cai;Qingshan She;Jiyue Ji;Yuliang Ma;Jianhai Zhang;Yingchun Zhang,PubMed
Feature Extraction Method Based on Filter Banks and Riemannian Tangent Space in Motor-Imagery BCI.,Hua Fang;Jing Jin;Ian Daly;Xingyu Wang,PubMed
Decoding motor imagery tasks using ESI and hybrid feature CNN.,Tao Fang;Zuoting Song;Gege Zhan;Xueze Zhang;Wei Mu;Pengchao Wang;Lihua Zhang;Xiaoyang Kang,PubMed
EEG Channel Selection Using Multiobjective Cuckoo Search for Person Identification as Protection System in Healthcare Applications.,Zaid Abdi Alkareem Alyasseri;Osama Ahmad Alomari;Mohammed Azmi Al-Betar;Mohammed A Awadallah;Karrar Hameed Abdulkareem;Mazin Abed Mohammed;Seifedine Kadry;V Rajinikanth;Seungmin Rho,PubMed
"Comparing between Different Sets of Preprocessing, Classifiers, and Channels Selection Techniques to Optimise Motor Imagery Pattern Classification System from EEG Pattern Recognition.",Francesco Ferracuti;Sabrina Iarlori;Zahra Mansour;Andrea Monteriù;Camillo Porcaro,PubMed
A Multibranch of Convolutional Neural Network Models for Electroencephalogram-Based Motor Imagery Classification.,Ghadir Ali Altuwaijri;Ghulam Muhammad,PubMed
Automatic Selection of Control Features for Electroencephalography-Based Brain-Computer Interface Assisted Motor Rehabilitation: The GUIDER Algorithm.,Emma Colamarino;Floriana Pichiorri;Jlenia Toppi;Donatella Mattia;Febo Cincotti,PubMed
Motor Imagery Classification Using Inter-Task Transfer Learning via a Channel-Wise Variational Autoencoder-Based Convolutional Neural Network.,Do-Yeun Lee;Ji-Hoon Jeong;Byeong-Hoo Lee;Seong-Whan Lee,PubMed
EEG characteristic investigation of the sixth-finger motor imagery and optimal channel selection for classification.,Yuan Liu;Zhuang Wang;Shuaifei Huang;Wenjie Wang;Dong Ming,PubMed
FB-CGANet: filter bank channel group attention network for multi-class motor imagery classification.,Jiaming Chen;Weibo Yi;Dan Wang;Jinlian Du;Lihua Fu;Tong Li,PubMed
A Novel Classification Framework Using the Graph Representations of Electroencephalogram for Motor Imagery Based Brain-Computer Interface.,Jing Jin;Hao Sun;Ian Daly;Shurui Li;Chang Liu;Xingyu Wang;Andrzej Cichocki,PubMed
Investigating the effects of stimulus duration and inter-stimulus interval parameters on P300 based BCI application performance.,Onder Aydemir;Kubra Saka;Mehmet Ozturk,PubMed
Multilayer Network Approach in EEG Motor Imagery with an Adaptive Threshold.,César Covantes-Osuna;Jhonatan B López;Omar Paredes;Hugo Vélez-Pérez;Rebeca Romo-Vázquez,PubMed
Evaluation of classification approaches for distinguishing brain states predictive of episodic memory performance from electroencephalography: Abbreviated Title: Evaluating methods of classifying memory states from EEG.,Soroush Mirjalili;Patrick Powell;Jonathan Strunk;Taylor James;Audrey Duarte,PubMed
Knowledge-driven feature component interpretable network for motor imagery classification.,Xu Niu;Na Lu;Jianghong Kang;Zhiyan Cui,PubMed
Sub-100 μW Multispectral Riemannian Classification for EEG-Based Brain-Machine Interfaces.,Xiaying Wang;Lukas Cavigelli;Tibor Schneider;Luca Benini,PubMed
Neural Decoding of Chinese Sign Language With Machine Learning for Brain-Computer Interfaces.,Pengpai Wang;Yueying Zhou;Zhongnian Li;Shuo Huang;Daoqiang Zhang,PubMed
MIN2Net: End-to-End Multi-Task Learning for Subject-Independent Motor Imagery EEG Classification.,Phairot Autthasan;Rattanaphon Chaisaen;Thapanun Sudhawiyangkul;Phurin Rangpong;Suktipol Kiatthaveephong;Nat Dilokthanakul;Gun Bhakdisongkhram;Huy Phan;Cuntai Guan;Theerawit Wilaiprasitporn,PubMed
Sevoflurane-based enhancement of phase-amplitude coupling and localization of the epileptogenic zone.,Keiko Wada;Masaki Sonoda;Ethan Firestone;Kazuki Sakakura;Naoto Kuroda;Yutaro Takayama;Keiya Iijima;Masaki Iwasaki;Takahiro Mihara;Takahisa Goto;Eishi Asano;Tomoyuki Miyazaki,PubMed
A 1D CNN for high accuracy classification and transfer learning in motor imagery EEG-based brain-computer interface.,F Mattioli;C Porcaro;G Baldassarre,PubMed
A multiscale siamese convolutional neural network with cross-channel fusion for motor imagery decoding.,Lili Shen;Yu Xia;Yueping Li;Mingyang Sun,PubMed
A novel strategy for driving car brain-computer interfaces: Discrimination of EEG-based visual-motor imagery.,Zhouzhou Zhou;Anmin Gong;Qian Qian;Lei Su;Lei Zhao;Yunfa Fu,PubMed
EEG Electrode Selection for a Two-Class Motor Imagery Task in a BCI Using fNIRS Prior Data.,Amir H Moslehi;T Claire Davies,PubMed
Graph-based Recurrence Quantification Analysis of EEG Spectral Dynamics for Motor Imagery-based BCIs.,Sarah M Ismail Hosni;Seyyed Bahram Borgheai;John McLinden;Shaotong Zhu;Xiaofei Huang;Sarah Ostadabbas;Yalda Shahriari,PubMed
Investigation on Robustness of EEG-based Brain-Computer Interfaces.,Aarthy Nagarajan;Neethu Robinson;Cuntai Guan,PubMed
5 Hz rTMS improves motor-imagery based BCI classification performance.,Tianyu Jia;Linhong Mo;Chong Li;Aixian Liu;Zhibin Li;Linhong Ji,PubMed
Demonstrating the Viability of Mapping Deep Learning Based EEG Decoders to Spiking Networks on Low-powered Neuromorphic Chips.,Matthijs Pals;Rafael J Perez Belizon;Nicolas Berberich;Stefan K Ehrlich;John Nassour;Gordon Cheng,PubMed
Recognizing motor imagery tasks from EEG oscillations through a novel ensemble-based neural network architecture.,Antonio L Alfeo;Vincenzo Catrambone;Mario G C A Cimino;Gigliola Vaglini;Gaetano Valenza,PubMed
Filter Bank Sinc-ShallowNet with EMD-based Mixed Noise Adding Data Augmentation for Motor Imagery Classification.,Jiaming Chen;Weibo Yi;Dan Wang,PubMed
Multi-subject classification of Motor Imagery EEG signals using transfer learning in neural networks.,Carlos Emiliano Solorzano-Espindola;Erik Zamora;Humberto Sossa,PubMed
EEG representation approach based on Kernel Canonical Correlation Analysis highlighting discriminative patterns for BCI applications.,Viviana Gomez-Orozco;Cristian Blanco Martinez;David Augusto Cardenas-Pena;Paula Marcela Herrera;Alvaro Angel Orozco-Guitierrez,PubMed
Is Riemannian Geometry Better than Euclidean in Averaging Covariance Matrices for CSP-based Subject-Independent Classification of Motor Imagery?,Yassawe Kainolda;Berdakh Abibullaev;Reza Sameni;Amin Zollanvari,PubMed
A Graph-Based Feature Extraction Algorithm Towards a Robust Data Fusion Framework for Brain-Computer Interfaces.,Shaotong Zhu;Sarah Ismail Hosni;Xiaofei Huang;Seyyed Bahram Borgheai;John McLinden;Yalda Shahriari;Sarah Ostadabbas,PubMed
Performance Evaluation of Compressed Deep CNN for Motor Imagery Classification using EEG.,Vishnupriya R;Neethu Robinson;Ramasubba Reddy M;Cuntai Guan,PubMed
A Low-rank Spatiotemporal based EEG Multi-Artifacts Cancellation Method for Enhanced ConvNet-DL's Motor Imagery Characterization.,Oluwarotimi Williams Samuel;Mojisola Grace Asogbon;Esugbe Ejay;Yanjuan Geng;Alberto Lopez-Delis;Yazan Ali Jarrah;Oluwagbenga Paul Idowu;Shixiong Chen;Peng Fang;Guanglin Li,PubMed
"Motor Imagery, Execution, and Observation Classification using Small Amount of EEG Data with Multiple Two-Class CNNs.",Tomohiko Igasaki;Yugo Kuramura;Junya Takemoto,PubMed
An Ensemble CNN for Subject-Independent Classification of Motor Imagery-based EEG.,Irina Dolzhikova;Berdakh Abibullaev;Reza Sameni;Amin Zollanvari,PubMed
Development of Machine-Learning Algorithms for Recognition of Subjects' Upper Limb Movement Intention Using Electroencephalogram Signals.,Fatima Al-Khuzaei;Leen Al Homoud;Dana Alyafei;Reza Tafreshi;Md Ferdous Wahid,PubMed
The Paradigm Design of a Novel 2-class Unilateral Upper Limb Motor Imagery Tasks and its EEG Signal Classification.,Wenzheng Qiu;Banghua Yang;Jun Ma;Shouwei Gao;Yan Zhu;Wen Wang,PubMed
Gated Transformer for Decoding Human Brain EEG Signals.,Yunzhe Tao;Tao Sun;Aashiq Muhamed;Sahika Genc;Dylan Jackson;Ali Arsanjani;Suri Yaddanapudi;Liang Li;Prachi Kumar,PubMed
A Novel Online Action Observation-Based Brain-Computer Interface That Enhances Event-Related Desynchronization.,Xin Zhang;Wensheng Hou;Xiaoying Wu;Shuai Feng;Lin Chen,PubMed
Electroencephalogram-Based Motor Imagery Classification Using Deep Residual Convolutional Networks.,Jing-Shan Huang;Wan-Shan Liu;Bin Yao;Zhan-Xiang Wang;Si-Fang Chen;Wei-Fang Sun,PubMed
Feature Selection Using Extreme Gradient Boosting Bayesian Optimization to upgrade the Classification Performance of Motor Imagery signals for BCI.,T Thenmozhi;R Helen,PubMed
Automated preprocessing and phase-amplitude coupling analysis of scalp EEG discriminates infantile spasms from controls during wakefulness.,Makoto Miyakoshi;Hiroki Nariai;Rajsekar R Rajaraman;Danilo Bernardo;Daniel W Shrey;Beth A Lopour;Myung Shin Sim;Richard J Staba;Shaun A Hussain,PubMed
Detection of Movement Intention in EEG-Based Brain-Computer Interfaces Using Fourier-Based Synchrosqueezing Transform.,Nedime Karakullukcu;Bülent Yilmaz,PubMed
Improving Motor Imagery-Based Brain-Computer Interface Performance Based on Sensory Stimulation Training: An Approach Focused on Poorly Performing Users.,Sangin Park;Jihyeon Ha;Da-Hye Kim;Laehyun Kim,PubMed
The Ensemble Machine Learning-Based Classification of Motor Imagery Tasks in Brain-Computer Interface.,Abdulhamit Subasi;Saeed Mian Qaisar,PubMed
Monte Carlo Dropout for Uncertainty Estimation and Motor Imagery Classification.,Daily Milanés-Hermosilla;Rafael Trujillo Codorniú;René López-Baracaldo;Roberto Sagaró-Zamora;Denis Delisle-Rodriguez;John Jairo Villarejo-Mayor;José Ricardo Núñez-Álvarez,PubMed
NeuroGrasp: Real-Time EEG Classification of High-Level Motor Imagery Tasks Using a Dual-Stage Deep Learning Framework.,Jeong-Hyun Cho;Ji-Hoon Jeong;Seong-Whan Lee,PubMed
A Generalizable and Discriminative Learning Method for Deep EEG-Based Motor Imagery Classification.,Xiuyu Huang;Nan Zhou;Kup-Sze Choi,PubMed
A Tensor-Based Frequency Features Combination Method for Brain-Computer Interfaces.,Yu Pei;Zhiguo Luo;Hongyu Zhao;Dengke Xu;Weiguo Li;Ye Yan;Huijiong Yan;Liang Xie;Minpeng Xu;Erwei Yin,PubMed
[Research Progress on the Application of Artificial Intelligence in Rehabilitation Medicine in China].,Ke-Yu Chen;Shu-Yu Liu;Xiang Ji;Hua Zhang;Ting Li,PubMed
Functional Connectivity Analysis in Motor-Imagery Brain Computer Interfaces.,Nikki Leeuwis;Sue Yoon;Maryam Alimardani,PubMed
Single-Trial EEG Classification via Orthogonal Wavelet Decomposition-Based Feature Extraction.,Feifei Qi;Wenlong Wang;Xiaofeng Xie;Zhenghui Gu;Zhu Liang Yu;Fei Wang;Yuanqing Li;Wei Wu,PubMed
Brain Networks With Modified Connectivity in Patients With Neuropathic Pain and Spinal Cord Injury.,Muhammad A Hasan;Parisa Sattar;Saad A Qazi;Matthew Fraser;Aleksandra Vuckovic,PubMed
Classification of Left-Versus Right-Hand Motor Imagery in Stroke Patients Using Supplementary Data Generated by CycleGAN.,Fangzhou Xu;Fenqi Rong;Jiancai Leng;Tao Sun;Yang Zhang;Siddharth Siddharth;Tzyy-Ping Jung,PubMed
Subject-Specific Cognitive Workload Classification Using EEG-Based Functional Connectivity and Deep Learning.,Anmol Gupta;Gourav Siddhad;Vishal Pandey;Partha Pratim Roy;Byung-Gyu Kim,PubMed
Motor Intention Decoding from the Upper Limb by Graph Convolutional Network Based on Functional Connectivity.,Naishi Feng;Fo Hu;Hong Wang;Bin Zhou,PubMed
A novel method to reduce the motor imagery BCI illiteracy.,Tingting Wang;Shengzhi Du;Enzeng Dong,PubMed
Multi-Domain Convolutional Neural Networks for Lower-Limb Motor Imagery Using Dry vs. Wet Electrodes.,Ji-Hyeok Jeong;Jun-Hyuk Choi;Keun-Tae Kim;Song-Joo Lee;Dong-Joo Kim;Hyung-Min Kim,PubMed
Effective Connectivity for Decoding Electroencephalographic Motor Imagery Using a Probabilistic Neural Network.,Muhammad Ahsan Awais;Mohd Zuki Yusoff;Danish M Khan;Norashikin Yahya;Nidal Kamel;Mansoor Ebrahim,PubMed
Directional Decoding From EEG in a Center-Out Motor Imagery Task With Visual and Vibrotactile Guidance.,Lea Hehenberger;Luka Batistic;Andreea I Sburlea;Gernot R Müller-Putz,PubMed
Multi-view optimization of time-frequency common spatial patterns for brain-computer interfaces.,Yitao Huang;Jing Jin;Ren Xu;Yangyang Miao;Chang Liu;Andrzej Cichocki,PubMed
Investigating Feature Ranking Methods for Sub-Band and Relative Power Features in Motor Imagery Task Classification.,Samrudhi Mohdiwale;Mridu Sahu;G R Sinha;Humaira Nisar,PubMed
CluSem: Accurate clustering-based ensemble method to predict motor imagery tasks from multi-channel EEG data.,Md Ochiuddin Miah;Rafsanjani Muhammod;Khondaker Abdullah Al Mamun;Dewan Md Farid;Shiu Kumar;Alok Sharma;Abdollah Dehzangi,PubMed
Classification of motor imagery using multisource joint transfer learning.,Fei Wang;Jingyu Ping;Zongfeng Xu;Jinying Bi,PubMed
Design a Novel BCI for Neurorehabilitation Using Concurrent LFP and EEG Features: A Case Study.,Zhao Feng;Yi Sun;Linze Qian;Yu Qi;Yueming Wang;Cuntai Guan;Yu Sun,PubMed
Motor-Imagery EEG-Based BCIs in Wheelchair Movement and Control: A Systematic Literature Review.,Arrigo Palumbo;Vera Gramigna;Barbara Calabrese;Nicola Ielpo,PubMed
Does Real-Time Feedback Affect Sensorimotor EEG Patterns in Routine Motor Imagery Practice?,Anatoly N Vasilyev;Yury O Nuzhdin;Alexander Y Kaplan,PubMed
Enhancement of capability for motor imagery using vestibular imbalance stimulation during brain computer interface.,Kai Zhang;Guanghua Xu;Chenghang Du;Renghao Liang;Chenchen Han;Xiaowei Zheng;Sicong Zhang;Jiahuan Wang;Peiyuan Tian;Yaguang Jia,PubMed
A deep neural network with subdomain adaptation for motor imagery brain-computer interface.,Minmin Zheng;Banghua Yang,PubMed
A Novel Two-Stage Refine Filtering Method for EEG-Based Motor Imagery Classification.,Yuxin Yan;Haifeng Zhou;Lixin Huang;Xiao Cheng;Shaolong Kuang,PubMed
Prosthetic control system based on motor imagery.,Xuemei Wang;Huiqin Lu;Xiaoyan Shen;Lei Ma;Yan Wang,PubMed
Discriminating three motor imagery states of the same joint for brain-computer interface.,Shan Guan;Jixian Li;Fuwang Wang;Zhen Yuan;Xiaogang Kang;Bin Lu,PubMed
Markers of Central Neuropathic Pain in Higuchi Fractal Analysis of EEG Signals From People With Spinal Cord Injury.,Keri Anderson;Cristian Chirion;Matthew Fraser;Mariel Purcell;Sebastian Stein;Aleksandra Vuckovic,PubMed
A novel method for classification of multi-class motor imagery tasks based on feature fusion.,Yimin Hou;Tao Chen;Xiangmin Lun;Fang Wang,PubMed
Relative Power Correlates With the Decoding Performance of Motor Imagery Both Across Time and Subjects.,Qing Zhou;Jiafan Lin;Lin Yao;Yueming Wang;Yan Han;Kedi Xu,PubMed
Effects of Frontal Theta Rhythms in a Prior Resting State on the Subsequent Motor Imagery Brain-Computer Interface Performance.,Jae-Hwan Kang;Joosang Youn;Sung-Hee Kim;Junsuk Kim,PubMed
EEG feature fusion for motor imagery: A new robust framework towards stroke patients rehabilitation.,Noor Kamal Al-Qazzaz;Zaid Abdi Alkareem Alyasseri;Karrar Hameed Abdulkareem;Nabeel Salih Ali;Mohammed Nasser Al-Mhiqani;Christoph Guger,PubMed
fMRI-Informed EEG for brain mapping of imagined lower limb movement: Feasibility of a brain computer interface.,Adrienne Kline;Nils D Forkert;Banafshe Felfeliyan;Daniel Pittman;Bradley Goodyear;Janet Ronsky,PubMed
Selective Subject Pooling Strategy to Improve Model Generalization for a Motor Imagery BCI.,Kyungho Won;Moonyoung Kwon;Minkyu Ahn;Sung Chan Jun,PubMed
Automatic feature extraction and fusion recognition of motor imagery EEG using multilevel multiscale CNN.,Ming-Ai Li;Jian-Fu Han;Jin-Fu Yang,PubMed
Multi-class motor imagery EEG classification method with high accuracy and low individual differences based on hybrid neural network.,Jinzhen Liu;Fangfang Ye;Hui Xiong,PubMed
Transfer Learning Based on Optimal Transport for Motor Imagery Brain-Computer Interfaces.,Victoria Peterson;Nicolas Nieto;Dominik Wyser;Olivier Lambercy;Roger Gassert;Diego H Milone;Ruben D Spies,PubMed
Distinguishable spatial-spectral feature learning neural network framework for motor imagery-based brain-computer interface.,Chang Liu;Jing Jin;Ren Xu;Shurui Li;Cili Zuo;Hao Sun;Xingyu Wang;Andrzej Cichocki,PubMed
Feature Selection Combining Filter and Wrapper Methods for Motor-Imagery Based Brain-Computer Interfaces.,Hao Sun;Jing Jin;Ren Xu;Andrzej Cichocki,PubMed
Deep and Wide Transfer Learning with Kernel Matching for Pooling Data from Electroencephalography and Psychological Questionnaires.,Diego Fabian Collazos-Huertas;Luisa Fernanda Velasquez-Martinez;Hernan Dario Perez-Nastar;Andres Marino Alvarez-Meza;German Castellanos-Dominguez,PubMed
An end-to-end CNN with attentional mechanism applied to raw EEG in a BCI classification task.,Elnaz Lashgari;Jordan Ott;Akima Connelly;Pierre Baldi;Uri Maoz,PubMed
Variable length particle swarm optimization and multi-feature deep fusion for motor imagery EEG classification.,Hongli Li;Wei Guo;Ronghua Zhang;Chunbo Xiu,PubMed
